Accession,STD Annot.,Lab Annot.,Curated Loc.,TAIR Loc.
AT5G42310.1,Pentatricopeptide repeat (PPR-like) superfamily protein ,homologue of maize CRP1 (PPR protein),stroma,
AT5G42390.1,Insulinase (Peptidase family M16) family protein ,stromal processing peptidase (SPP),plastid stroma,mitochondrion
AT5G42480.1,Chaperone DnaJ-domain superfamily protein ,Arc6 (AtFN2) DnaJ family,envelope-inner,chloroplast inner membrane
AT5G42650.1,allene oxide synthase ,allene oxide synthase (AOS) (also interaction with PG),thylakoid,thylakoid membrane (sensu Viridiplantae) & mitochondrion
AT5G42765.1,"INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Twin-arginine translocation pathway, signa",unknown protein - new lumenal protein?,thylakoid,
AT5G42960.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Ara",OEP24-II  - transporter of charged solutes,envelope-outer,
AT5G43050.1,Protein of unknown function (DUF565) ,YCF-20 protein (npq6),plastid,
AT5G43745.1,Protein of unknown function (DUF1012) ,phosphotransferase-related (DUF1012),plastid,
AT5G43750.1,NAD(P)H dehydrogenase 18 ,NDH18 or PnsB5,thylakoid-integral,thylakoid membrane (sensu Viridiplantae)
AT5G43780.1,Pseudouridine synthase/archaeosine transglycosylase-like family protein ,ATPsulfurylase-4 (APS4),plastid,mitochondrion & chloroplast
AT5G44000.1,Glutathione S-transferase family protein ,Glutathione S-transferase related protein ,plastid,
AT5G44520.1,"NagB/RpiA/CoA transferase-like superfamily protein; FUNCTIONS IN: ribose-5-phosphate isomerase activity; INVOLVED IN: glucose catabolic process to lactate and acetate, 5-phosphoribose 1-diphosphate biosynthetic process, reductive pentose-phosphate cycle, D-ribose catabolic process, pentose-phosphate shunt, non-oxidative branch; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribose 5-phosphate isomerase, type A (InterPro:IPR004788); BEST Arabidopsis thaliana protein match is: Ribose 5-phosphate isomerase, type A protein (TAIR:AT3G04790.1); Has 2560 Blast hits to 2560 proteins in 1021 species: Archae - 184; Bacteria - 1763; Metazoa - 86; Fungi - 39; Plants - 144; Viruses - 0; Other Eukaryotes - 344 (source: NCBI BLink).",ribose 5-phosphate isomerase-related,plastid stroma,
AT5G44650.1,Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage. ,Y3lP1 cooperates with Ycf3 for PSI assembly,thylakoid,thylakoid membrane (sensu Viridiplantae)
AT5G45170.1,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,lectin domain protein (CBBY-related),plastid stroma,
AT5G45390.1,CLP protease P4 ,CLPP4  (P-ring),plastid stroma,thylakoid membrane (sensu Viridiplantae) & chloroplastic endopeptidase Clp complex & chloroplast stroma
AT5G45680.1,FK506-binding protein 13 ,AtFKBP13 - lTP-TAT (involved with Rieske),thylakoid-peripheral-lumenal-side,thylakoid lumen (sensu Viridiplantae)
AT5G45930.1,magnesium chelatase i2 ,Mg-protoporphyrin IX chelatase - CHLI-2,stroma,magnesium chelatase complex & chloroplast stroma
AT5G46110.1,Glucose-6-phosphate/phosphate translocator-related ,TPT - IEP30 = Phosphate/triose-phosphate translocator,envelope-inner-integral,
AT5G46110.2,Encodes a chloroplast triose phosphate / 3-phosphoglycerate translocator that transports triose phosphates derived from the Calvin cycle in the stroma to the cytosol for use in sucrose synthesis and other biosynthetic processes. A tpt mutant has altered acclimation responses.,TPT - IEP30 = Phosphate/triose-phosphate translocator,envelope-inner-integral,
AT5G46110.3,Encodes a chloroplast triose phosphate / 3-phosphoglycerate translocator that transports triose phosphates derived from the Calvin cycle in the stroma to the cytosol for use in sucrose synthesis and other biosynthetic processes. A tpt mutant has altered acclimation responses.,TPT - IEP30 = Phosphate/triose-phosphate translocator,envelope-inner-integral,
AT5G46110.4,Encodes a chloroplast triose phosphate / 3-phosphoglycerate translocator that transports triose phosphates derived from the Calvin cycle in the stroma to the cytosol for use in sucrose synthesis and other biosynthetic processes. A tpt mutant has altered acclimation responses.,TPT - IEP30 = Phosphate/triose-phosphate translocator,envelope-inner-integral,
AT5G46290.1,3-ketoacyl-acyl carrier protein synthase I ,Ketoacyl-ACP Synthase I (Lipid Gene Database; Beisson),plastid stroma,
AT5G46290.2,3-ketoacyl-acyl carrier protein synthase I ,Ketoacyl-ACP Synthase I (Lipid Gene Database; Beisson),plastid stroma,
AT5G46290.3,3-ketoacyl-acyl carrier protein synthase I ,Ketoacyl-ACP Synthase I (Lipid Gene Database; Beisson),plastid stroma,
AT5G46420.1,16S rRNA processing protein RimM family ,"16S rRNA processing protein RimM family, UDP-N-acetylglucosamine pyrophosphorylase  ",plastid stroma,
AT5G46580.1,pentatricopeptide (PPR) repeat-containing protein ,pentatricopeptide repeat (PPR) protein SOT1,plastid nucleoid,
AT5G47110.1,"Chlorophyll A-B binding family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photosynthesis, light harvesting; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: Chlorophyll A-B binding family protein (TAIR:AT4G17600.1); Has 86 Blast hits to 86 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 0; Fungi - 0; Plants - 79; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",Lil3.1 ,thylakoid-integral,thylakoid membrane (sensu Viridiplantae)
AT5G47190.1,"Ribosomal protein L19 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: ribosome, chloroplast stroma, chloroplast, membrane, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L19 (InterPro:IPR001857); BEST Arabidopsis thaliana protein match is: Ribosomal protein L19 family protein (TAIR:AT4G17560.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",50S ribosomal protein L19A (homologous to L19B),plastid ribosome,
AT5G47760.1,2-phosphoglycolate phosphatase 2 ,"phosphoglycolate phosphatase, putative",plastid stroma,
AT5G47840.1,adenosine monophosphate kinase ,adenylate kinase or ATP-AMP transphosphorylase,plastid stroma,
AT5G47860.1,Protein of unknown function (DUF1350) ,unknown function  (DUF1350) ,plastid,
AT5G47870.1,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: cobalt ion binding (TAIR:AT,RAD52-2,plastid,
AT5G48220.1,Aldolase-type TIM barrel family protein ,indole-3-glycerol phosphate synthase (IGPS),plastid stroma,
AT5G48220.2,"Aldolase-type TIM barrel family protein; FUNCTIONS IN: indole-3-glycerol-phosphate synthase activity, catalytic activity; INVOLVED IN: metabolic process, tryptophan metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Ribulose-phosphate binding barrel (InterPro:IPR011060), Indole-3-glycerol phosphate synthase, conserved site (InterPro:IPR001468), Indole-3-glycerol phosphate synthase (InterPro:IPR013798); BEST Arabidopsis thaliana protein match is: Aldolase-type TIM barrel family protein (TAIR:AT2G04400.1); Has 8154 Blast hits to 8154 proteins in 2220 species: Archae - 205; Bacteria - 5386; Metazoa - 3; Fungi - 158; Plants - 84; Viruses - 0; Other Eukaryotes - 2318 (source: NCBI BLink).",indole-3-glycerol phosphate synthase (IGPS),plastid stroma,
AT5G48220.3,"Aldolase-type TIM barrel family protein; FUNCTIONS IN: indole-3-glycerol-phosphate synthase activity, catalytic activity; INVOLVED IN: metabolic process, tryptophan metabolic process; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Indole-3-glycerol phosphate synthase, conserved site (InterPro:IPR001468), Ribulose-phosphate binding barrel (InterPro:IPR011060), Indole-3-glycerol phosphate synthase (InterPro:IPR013798); BEST Arabidopsis thaliana protein match is: Aldolase-type TIM barrel family protein (TAIR:AT2G04400.1).",indole-3-glycerol phosphate synthase (IGPS),plastid stroma,
AT5G48300.1,ADP glucose pyrophosphorylase  1 ,ADP-glucose pyrophosphorylase - small subunit 1 (APS1),plastid stroma,
AT5G48440.1,FAD-dependent oxidoreductase family protein ,oxidoreductase - Thi4 family,plastid stroma,
AT5G48440.2,FAD-dependent oxidoreductase family protein; FUNCTIONS IN: oxidoreductase activity; LOCATED IN: chloroplast; EXPRESSED IN: guard cell; CONTAINS InterPro DOMAIN/s: FAD dependent oxidoreductase (InterPro:IPR006076); Has 4216 Blast hits to 4216 proteins in 1050 species: Archae - 57; Bacteria - 3005; Metazoa - 218; Fungi - 66; Plants - 52; Viruses - 0; Other Eukaryotes - 818 (source: NCBI BLink).,oxidoreductase - Thi4 family,plastid stroma,
AT5G48790.1,Domain of unknown function (DUF1995) ,unknown protein,thylakoid,
AT5G48910.1,Pentatricopeptide repeat (PPR) superfamily protein ,PPR protein LPA66 - edits psbF,plastid stroma,
AT5G48960.1,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase ",5'-nucleotidase,plastid stroma,
AT5G49030.1,"ovule abortion 2 (OVA2); FUNCTIONS IN: in 6 functions; INVOLVED IN: tRNA aminoacylation for protein translation, ovule development; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Isoleucyl-tRNA synthetase (InterPro:IPR018353), Isoleucyl-tRNA synthetase, class Ia (InterPro:IPR002301), Aminoacyl-tRNA synthetase, class 1a, anticodon-binding (InterPro:IPR009080), Isoleucyl-tRNA synthetase, class Ia, N-terminal (InterPro:IPR015905), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), DNA glycosylase/AP lyase/isoleucyl tRNA synthetase, zinc finger domain (InterPro:IPR010663), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing (InterPro:IPR009008), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding (InterPro:IPR013155), Aminoacyl-tRNA synthetase, class Ia (InterPro:IPR002300); BEST Arabidopsis thaliana protein match is: tRNA synthetase class I (I, L, M and V) family protein (TAIR:AT4G10320.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",Ile-tRNA synthetase class II  - OVA2 (OVULE ABORTION 2),plastid stroma,
AT5G49030.2,"ovule abortion 2 (OVA2); FUNCTIONS IN: isoleucine-tRNA ligase activity, nucleotide binding, zinc ion binding, aminoacyl-tRNA ligase activity, ATP binding; INVOLVED IN: tRNA aminoacylation for protein translation, ovule development; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Isoleucyl-tRNA synthetase (InterPro:IPR018353), Isoleucyl-tRNA synthetase, class Ia (InterPro:IPR002301), Aminoacyl-tRNA synthetase, class 1a, anticodon-binding (InterPro:IPR009080), Isoleucyl-tRNA synthetase, class Ia, N-terminal (InterPro:IPR015905), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing (InterPro:IPR009008), Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding (InterPro:IPR013155), Aminoacyl-tRNA synthetase, class Ia (InterPro:IPR002300); BEST Arabidopsis thaliana protein match is: tRNA synthetase class I (I, L, M and V) family protein (TAIR:AT4G10320.1); Has 43537 Blast hits to 37490 proteins in 3160 species: Archae - 1106; Bacteria - 24914; Metazoa - 887; Fungi - 735; Plants - 377; Viruses - 0; Other Eukaryotes - 15518 (source: NCBI BLink).",Ile-tRNA synthetase class II  - OVA2 (OVULE ABORTION 2),plastid stroma,
AT5G49030.3,"tRNA synthetase class I (I, L, M and V) family protein ",Ile-tRNA synthetase class II  - OVA2 (OVULE ABORTION 2),plastid stroma,
AT5G49820.1,"Protein of unknown function, DUF647 ",EMB1879 (EMBRYO DEFECTIVE 1879) ,plastid,
AT5G49910.1,chloroplast heat shock protein 70-2 ,cpHSP70-2 (Dnak homologue),plastid stroma,plastid stroma
AT5G49940.1,NIFU-like protein 2 ,CnfU-V - 2Fe-2S assembly PSI & Fd (also NFU-2),plastid stroma,chloroplast
AT5G49940.2,Encodes a protein containing the NFU domain and functions as a molecular scaffold for iron-sulfur cluster assembly and delivery. Homologous to the cyanobacterial CNFU protein and is targeted to the chloroplast.,CnfU-V - 2Fe-2S assembly PSI & Fd (also NFU-2),plastid stroma,
AT5G49970.1,pyridoxin (pyrodoxamine) 5'-phosphate oxidase ,pyridoxamine 5'-phosphate oxidase-related ,plastid,
AT5G49970.2,encodes the bifunctional pyridoxine (pyridoxamine) 5?-phosphate oxidase (PPOX)(EC 1.4.3.5) that is involved in the formation of pyridoxal 5'-phosphate (member of the vitamin B6 group),pyridoxamine 5'-phosphate oxidase-related ,plastid,
AT5G50210.1,quinolinate synthase ,NadA -quinolate synthase (NAD biosynthesis) and also SufE3,plastid stroma,
AT5G50250.1,chloroplast RNA-binding protein 31B ,ribonucleoprotein CP31B,plastid stroma,
AT5G50280.1,Pentatricopeptide repeat (PPR) superfamily protein ,Pentatricopeptide repeat (PPR) protein,plastid nucleoid,
AT5G50920.1,CLPC homologue 1 ,CLPC1 (also named HSP93-V) - highly similar to CLPC2,plastid stroma; envelope-inner-peripheral-stromal-side,thylakoid membrane (sensu Viridiplantae) & mitochondrion & chloroplast stroma & chloroplast
AT5G51070.1,ATP-dependent Clp protease regulatory subunit,CLPD (Erd1),plastid stroma,chloroplast & chloroplast stroma
AT5G51100.1,Fe superoxide dismutase 2 ,iron superoxide dismutase 2 (FSD2),plastid stroma,
AT5G51110.1,Transcriptional coactivator/pterin dehydratase; FUNCTIONS IN: 4-alpha-hydroxytetrahydrobiopterin dehydratase activity; INVOLVED IN: tetrahydrobiopterin biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Transcriptional coactivator/pterin dehydratase (InterPro:IPR001533); BEST Arabidopsis thaliana protein match is: Transcriptional coactivator/pterin dehydratase (TAIR:AT1G29810.1); Has 1849 Blast hits to 1849 proteins in 364 species: Archae - 43; Bacteria - 697; Metazoa - 0; Fungi - 2; Plants - 93; Viruses - 0; Other Eukaryotes - 1014 (source: NCBI BLink).,unknown protein,plastid stroma,
AT5G51110.2,Transcriptional coactivator/pterin dehydratase ,unknown protein,plastid stroma,
AT5G51545.1,low psii accumulation2 ,LPA2 - PSII assembly factor associates with ALB3,thylakoid-integral,
AT5G51720.1,"2 iron, 2 sulfur cluster binding ",unknown protein,plastid,
AT5G51820.1,phosphoglucomutase ,plastid phosphoglucomutase (PGM1) (starch free mutant 1),plastid stroma,chloroplast stroma
AT5G52100.1,"Dihydrodipicolinate reductase, bacterial/plant ",CRR1 - biogenesis/stabilization NDH complex ,plastid stroma,
AT5G52410.1,CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,unknown protein,envelope,
AT5G52410.2,INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,unknown protein,envelope,
AT5G52440.1,Bacterial sec-independent translocation protein mttA/Hcf106 ,hcf106 TatB,thylakoid-integral,thylakoid & thylakoid membrane (sensu Viridiplantae)
AT5G52520.1,Class II aaRS and biotin synthetases superfamily protein ,tRNA synthetase class II (dual targeted- cTP/mTP),plastid stroma; mitochondria,mitochondrion & chloroplast
AT5G52780.1,Protein of unknown function (DUF3464) ,unknown membrane protein,thylakoid,thylakoid membrane (sensu Viridiplantae)
AT5G52920.1,plastidic pyruvate kinase beta subunit 1 ,pyruvate kinase-2 (typically homotetramer),plastid stroma,
AT5G52960.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown functio,unknown protein,stroma,
