TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2202133	AT1G11320	AT1G11320.1	protein_coding	GDSL esterase/lipase;(source:Araport11)		 plant callus, biological process unknown, collective leaf structure, flower, guard cell, mature plant embryo stage, mitochondrion, molecular function unknown, petal differentiation and expansion stage, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, seed, shoot apex	true
Gene:3702821	AT3G56330	AT3G56330.1	protein_coding	N2,N2-dimethylguanosine tRNA methyltransferase;(source:Araport11)	ATTRM1C; TRM1C; TRNA METHYLTRANSFERASE 1C	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, embryo sac central cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, root, seed, sepal, shoot apex, shoot system, stamen, tRNA (guanine-N2-)-methyltransferase activity, tRNA N2-guanine methylation, vascular leaf, vascular leaf senescent stage	false
Gene:1005716016	AT5G25980	AT5G25980.2	protein_coding	Myrosinase (thioglucoside glucohydrolase) gene involved in glucosinoloate metabolism. The mRNA is cell-to-cell mobile.	BETA GLUCOSIDASE 37; BGLU37; GLUCOSIDE GLUCOHYDROLASE 2; TGG2	 chloroplast, extracellular region, peroxisome, vacuole, apoplast, fruit, vascular leaf, seedling development stage, cytosolic ribosome, abscisic acid-activated signaling pathway, apoplast, beta-glucosidase activity, carbohydrate metabolic process, cell-to-cell mobile RNA, chloroplast, cytosolic ribosome, defense response to insect, extracellular region, fruit, glucosinolate catabolic process, glucosinolate glucohydrolase activity, guard cell, peroxisome, phloem, plasmodesma, plastid, regulation of stomatal movement, response to abscisic acid, response to salt stress, rosette leaf, secretory vesicle, seedling development stage, thioglucosidase activity, vacuole, vascular bundle, vascular leaf	true
Gene:1006229333	AT5G59950	AT5G59950.3	protein_coding	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)	ALY1	 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA transport, mature plant embryo stage, nucleolus, nucleoplasm, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, pollen tube cell, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009022304	AT5G60360	AT5G60360.2	protein_coding	Encodes a senescence-associated thiol protease. The mRNA is cell-to-cell mobile.	AALP; ALEURAIN-LIKE PROTEASE; ALP	 cytosol, extracellular region, vacuole, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cytosol, aging, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cysteine-type endopeptidase activity, cysteine-type peptidase activity, extracellular region, extracellular space, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lysosome, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, proteolysis, proteolysis involved in cellular protein catabolic process, response to ethylene, root, rosette leaf, secretory vesicle, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:1009022429	AT5G26742	AT5G26742.2	protein_coding	DEAD box RNA helicase (RH3);(source:Araport11)	ATRH3; EMB1138; EMBRYO DEFECTIVE 1138; RH3	 chloroplast, nucleus, vascular leaf, ATP binding, Group II intron splicing, RNA binding, chloroplast, chloroplast envelope, chloroplast organization, chloroplast stroma, cytoplasm, embryo development ending in seed dormancy, guard cell, mRNA binding, nucleus, plastid, response to salt stress, ribosome biogenesis, rosette leaf, vascular leaf, zinc ion binding	true
Gene:1009022475	AT5G14740	AT5G14740.4	protein_coding	Encodes a beta carbonic anhydrase likely to be localized in the cytoplasm.  Expression of its mRNA is seen in etiolated seedlings and points to a possible nonphotosynthetic role for this isoform.	BETA CA2; BETA CARBONIC ANHYDRASE 2; CA18; CA2; CARBONIC ANHYDRASE 18; CARBONIC ANHYDRASE 2	 chloroplast, apoplast, defense response to bacterium, cotyledon, vascular leaf, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, apoplast, carbon utilization, carbonate dehydratase activity, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to bacterium, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, regulation of stomatal movement, response to carbon dioxide, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:4010712433	AT2G44530	AT2G44530.2	protein_coding	Phosphoribosyltransferase family protein;(source:Araport11)	ATPRS5; PHOSPHORIBOSYL DIPHOSPHATE SYNTHASE 5; PRS5	 chloroplast, 5-phosphoribose 1-diphosphate biosynthetic process, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, leaf apex, leaf lamina base, magnesium ion binding, mature plant embryo stage, nucleoside metabolic process, nucleotide biosynthetic process, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, purine nucleotide biosynthetic process, ribonucleoside monophosphate biosynthetic process, ribose phosphate diphosphokinase activity, ribose phosphate diphosphokinase complex, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2098188	AT3G43520	AT3G43520.1	protein_coding	Transmembrane proteins 14C;(source:Araport11)		 chloroplast, chloroplast envelope, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, cell-to-cell mobile RNA, chloroplast, chloroplast envelope, chloroplast membrane, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2102598	AT3G56430	AT3G56430.1	protein_coding	import inner membrane translocase subunit;(source:Araport11)		 chloroplast, vacuole, plant callus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:2115019	AT4G37270	AT4G37270.1	protein_coding	Encodes a P1B-type ATPases that is localized to the chloroplast envelope and is involved in the transport of Cu into chloroplasts.  It is essential for growth under high light conditions.	ARABIDOPSIS THALIANA HEAVY METAL ATPASE 1; ATHMA1; HEAVY METAL ATPASE 1; HMA1	 chloroplast, chloroplast envelope, ATP binding, ATPase activity, ATPase-coupled cadmium transmembrane transporter activity, ATPase-coupled zinc transmembrane transporter activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT root, cadmium transmembrane transporter activity, phosphorylative mechanism, calcium ion transport, calcium transmembrane transporter activity, phosphorylative mechanism, carpel, cauline leaf, cellular copper ion homeostasis, chloroplast, chloroplast envelope, chloroplast inner membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plastid, pollen, pollen tube cell, response to light intensity, response to toxic substance, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, zinc ion homeostasis, zinc transmembrane transporter activity, phosphorylative mechanism	true
Gene:2156343	AT5G44780	AT5G44780.1	protein_coding	Member of MORF family consisting of of nine full-length proteins encoded in the nuclear genome. MORF proteins are required for all RNA editing events in plastids and for many, possibly also all, sites in mitochondria. Potential link between the RNA binding PPR protein and the protein contributing the enzymatic activity in RNA editing.	MORF4; MULTIPLE ORGANELLAR RNA EDITING FACTOR 4	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytidine to uridine editing, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, mitochondrial mRNA modification, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, protein dimerization activity, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
